x,y,z
10.8,1.6,0.186726474
11,1.6,0.192019961
11.2,1.6,0.196083759
11.4,1.6,0.200147557
11.6,1.6,0.204211354
11.8,1.6,0.208275152
12,1.6,0.21233895
12.2,1.6,0.217573992
12.4,1.6,0.222809035
12.6,1.6,0.228044077
12.8,1.6,0.23327912
13,1.6,0.238514162
13.2,1.6,0.237748867
13.4,1.6,0.236983573
13.6,1.6,0.236218278
13.8,1.6,0.235452984
14,1.6,0.234687689
14.2,1.6,0.229749744
14.4,1.6,0.2248118
14.6,1.6,0.219873855
14.8,1.6,0.214935911
15,1.6,0.209997966
15.2,1.6,0.206693907
15.4,1.6,0.203389848
15.6,1.6,0.200085788
15.8,1.6,0.196781729
16,1.6,0
0,1.8,0.13685855
0.2,1.8,0.145316611
0.4,1.8,0.153774672
0.6,1.8,0.162232733
0.8,1.8,0.170690793
1,1.8,0.179148854
1.2,1.8,0.188135558
1.4,1.8,0.197122263
1.6,1.8,0.206108967
1.8,1.8,0.215095671
2,1.8,0.224082375
2.2,1.8,0.226901639
2.4,1.8,0.229720903
2.6,1.8,0.232540168
2.8,1.8,0.235359432
3,1.8,0.238178696
3.2,1.8,0.240405951
3.4,1.8,0.242633207
3.6,1.8,0.244860463
3.8,1.8,0.247087719
4,1.8,0.249314974
4.2,1.8,0.246092655
4.4,1.8,0.242870336
4.6,1.8,0.239648016
4.8,1.8,0.236425697
5,1.8,0.233203378
5.2,1.8,0.229447047
5.4,1.8,0.225690717
5.6,1.8,0.221934386
5.8,1.8,0.218178055
6,1.8,0.214421725
6.2,1.8,0.211427185
6.4,1.8,0.208432645
6.6,1.8,0.205438106
6.8,1.8,0.202443566
7,1.8,0.199449027
7.2,1.8,0.194642427
7.4,1.8,0.189835827
7.6,1.8,0.185029227
7.8,1.8,0.180222628
8,1.8,0.175416028
8.2,1.8,0.174790727
8.4,1.8,0.174165426
8.6,1.8,0.173540126
8.8,1.8,0.172914825
9,1.8,0.172289524
9.2,1.8,0.174974447
9.4,1.8,0.177659369
9.6,1.8,0.180344292
9.8,1.8,0.183029214
10,1.8,0.185714137
10.2,1.8,0.191679477
10.4,1.8,0.197644817
10.6,1.8,0.203610157
10.8,1.8,0.209575497
11,1.8,0.215540837
11.2,1.8,0.220188209
11.4,1.8,0.224835581
11.6,1.8,0.229482953
11.8,1.8,0.234130326
12,1.8,0.238777698
12.2,1.8,0.244076958
12.4,1.8,0.249376218
12.6,1.8,0.254675478
12.8,1.8,0.259974738
13,1.8,0.265273999
13.2,1.8,0.26465024
13.4,1.8,0.264026481
13.6,1.8,0.263402722
13.8,1.8,0.262778963
14,1.8,0.262155204
14.2,1.8,0.257150668
14.4,1.8,0.252146131
14.6,1.8,0.247141595
14.8,1.8,0.242137059
15,1.8,0.237132522
15.2,1.8,0.233499667
15.4,1.8,0.229866812
15.6,1.8,0.226233957
15.8,1.8,0.222601101
16,1.8,0
0,2,0.153121407
0.2,2,0.162341723
0.4,2,0.171562038
0.6,2,0.180782354
